customer_id,age,tenure_months,plan,monthly_spend,support_tickets,satisfaction_score,churned
C0516,63.0,58.0,basic,46.27,1,9.3,0
C0517,21.0,6.0,premium,195.33,6,6.2,0
C0518,42.0,59.0,basic,71.87,0,9.5,1
C0519,48.0,55.0,basic,54.45,2,8.4,0
C0520,36.0,103.0,basic,65.06,0,10.0,0
C0521,25.0,85.0,standard,59.15,1,9.3,0
C0522,27.0,23.0,premium,195.6,1,8.7,0
C0523,60.0,18.0,premium,214.0,0,9.6,0
C0524,34.0,72.0,standard,99.59,3,7.8,0
C0525,34.0,6.0,basic,65.7,5,7.0,0
C0526,66.0,38.0,standard,117.25,1,9.1,0
C0527,25.0,17.0,standard,121.8,2,7.7,0
C0528,65.0,3.0,basic,72.99,4,7.7,0
C0529,65.0,110.0,basic,77.83,2,7.6,0
C0530,49.0,11.0,standard,130.97,6,6.0,1
C0531,26.0,2.0,basic,99.75,5,6.0,0
C0532,26.0,112.0,standard,112.39,0,10.0,0
C0533,32.0,23.0,standard,94.83,0,9.2,0
C0534,48.0,98.0,basic,55.33,1,8.6,1
C0535,25.0,4.0,standard,73.71,4,6.7,0
C0536,41.0,19.0,premium,137.8,1,8.4,0
C0537,24.0,14.0,standard,94.05,4,6.7,0
C0538,46.0,85.0,premium,792.27,0,9.4,0
C0539,19.0,74.0,standard,145.98,2,8.0,0
C0540,54.0,57.0,premium,257.03,1,9.0,0
C0541,20.0,29.0,basic,45.47,2,8.2,0
C0542,28.0,11.0,standard,128.87,4,6.5,1
C0543,27.0,68.0,basic,74.41,2,7.6,0
C0544,61.0,28.0,standard,107.74,2,8.2,1
C0545,20.0,71.0,standard,99.15,2,8.5,0
C0546,40.0,82.0,basic,59.37,1,9.2,0
C0547,48.0,102.0,premium,212.21,4,7.7,0
C0548,44.0,59.0,standard,76.2,0,9.9,0
C0549,53.0,1.0,basic,45.35,3,7.8,1
C0550,59.0,34.0,basic,73.86,0,10.0,0
C0551,38.0,102.0,standard,104.1,2,9.7,0
C0552,61.0,64.0,standard,104.77,0,8.6,0
C0553,34.0,74.0,standard,121.96,0,8.5,0
C0554,69.0,55.0,basic,75.27,2,8.2,1
C0555,44.0,20.0,premium,168.5,2,8.4,1
C0556,56.0,107.0,premium,244.81,1,9.1,0
C0557,63.0,92.0,standard,83.67,1,9.2,0
C0558,59.0,119.0,standard,130.31,2,8.4,0
C0559,62.0,102.0,premium,192.5,3,7.7,0
C0560,45.0,35.0,premium,162.78,1,8.6,0
C0561,20.0,31.0,standard,113.59,2,8.0,0
C0562,43.0,30.0,premium,241.12,0,9.6,0
C0563,27.0,110.0,premium,218.64,2,8.4,0
C0564,64.0,67.0,premium,127.23,3,7.7,0
C0565,30.0,55.0,standard,99.17,2,8.4,0
C0566,29.0,116.0,basic,80.8,5,6.8,0
C0567,30.0,72.0,basic,53.95,2,8.7,1
C0568,51.0,109.0,  standard  ,90.52,2,8.1,0
C0569,47.0,118.0,standard,94.86,4,6.9,0
C0570,67.0,10.0,standard,118.53,2,8.1,0
C0571,39.0,44.0,standard,117.79,3,7.7,0
C0572,32.0,88.0,standard,86.79,2,8.0,0
C0573,20.0,97.0,premium,222.42,0,10.0,0
C0574,18.0,18.0,basic,850.64,1,9.3,0
C0575,37.0,38.0,basic,66.23,0,8.9,0
C0576,66.0,66.0,  premium  ,210.69,0,10.0,0
C0577,45.0,96.0,premium,199.01,1,8.1,0
C0578,64.0,14.0,premium,187.79,2,8.6,0
C0579,23.0,72.0,premium,187.4,0,9.2,0
C0580,22.0,36.0,premium,204.36,1,9.2,0
C0581,61.0,26.0,standard,113.08,1,8.2,1
C0582,23.0,62.0,  standard  ,79.02,2,8.2,0
C0583,20.0,50.0,basic,50.35,3,7.3,0
C0584,39.0,76.0,standard,81.17,2,8.2,0
C0585,66.0,38.0,premium,200.52,3,8.4,0
C0586,53.0,98.0,standard,123.1,1,8.9,0
C0587,23.0,10.0,standard,104.2,2,8.8,0
C0588,61.0,103.0,basic,41.44,0,9.4,0
C0589,61.0,4.0,basic,63.32,5,6.9,1
C0590,59.0,88.0,basic,83.11,0,8.8,0
C0591,64.0,42.0,basic,37.03,2,8.0,0
C0592,30.0,46.0,premium,256.29,4,7.0,0
C0593,68.0,3.0,standard,88.54,1,9.1,0
C0594,34.0,84.0,premium,195.53,1,9.1,0
C0595,59.0,20.0,standard,94.85,1,7.7,0
C0596,48.0,79.0,basic,53.21,5,6.1,0
C0597,58.0,87.0,basic,61.24,1,8.5,0
C0598,50.0,101.0,premium,123.85,2,8.9,0
C0599,51.0,85.0,basic,90.7,0,9.7,0
C0600,50.0,36.0,premium,174.78,1,8.7,0
C0601,58.0,88.0,basic,73.95,1,8.7,1
C0602,56.0,99.0,standard,125.61,2,8.7,0
C0603,24.0,38.0,premium,222.05,1,8.3,0
C0604,60.0,15.0,basic,24.6,3,7.6,1
C0605,45.0,106.0,basic,94.27,5,6.9,0
C0606,34.0,18.0,premium,208.54,2,8.0,0
C0607,44.0,71.0,basic,73.2,6,6.2,0
C0608,68.0,29.0,standard,87.02,0,9.2,0
C0609,62.0,15.0,standard,,2,8.2,1
C0610,61.0,93.0,basic,73.59,2,7.8,0
C0611,42.0,18.0,premium,201.72,2,8.4,0
C0612,58.0,80.0,premium,191.14,3,8.3,0
C0613,38.0,83.0,standard,119.03,1,9.0,0
C0614,53.0,8.0,premium,197.05,3,7.8,1
C0615,51.0,21.0,basic,64.75,1,8.5,0
C0616,30.0,95.0,basic,88.17,2,8.7,0
C0617,31.0,61.0,standard,99.32,4,7.1,0
C0618,21.0,15.0,premium,193.59,0,8.8,0
C0619,25.0,119.0,basic,96.92,2,8.8,0
C0620,40.0,32.0,basic,63.65,3,6.9,0
C0621,42.0,1.0,standard,110.97,2,8.0,0
C0622,26.0,110.0,premium,160.21,2,8.4,0
C0623,39.0,2.0,basic,39.64,2,7.7,0
C0624,,66.0,standard,91.83,0,9.4,0
C0625,30.0,119.0,standard,131.78,1,8.8,0
C0626,35.0,69.0,standard,154.69,2,8.4,0
C0627,37.0,70.0,basic,81.08,1,8.8,0
C0628,44.0,47.0,basic,69.7,0,9.0,0
C0629,37.0,16.0,standard,102.68,3,8.0,0
C0630,56.0,69.0,standard,150.92,3,7.8,0
C0631,35.0,107.0,premium,190.33,1,9.4,0
C0632,40.0,11.0,standard,113.28,2,8.5,0
C0633,37.0,105.0,standard,95.37,3,8.4,0
C0634,27.0,50.0,premium,195.1,3,8.0,0
C0635,53.0,64.0,standard,107.73,1,8.6,0
C0636,30.0,20.0,standard,131.17,6,5.2,1
C0637,33.0,74.0,premium,212.77,0,9.6,0
C0638,59.0,22.0,basic,57.31,3,7.9,0
C0639,67.0,33.0,standard,101.24,1,8.8,1
C0640,52.0,86.0,premium,169.36,1,7.7,0
C0641,65.0,7.0,basic,48.61,3,7.7,0
C0642,62.0,54.0,standard,88.22,1,9.1,0
C0643,43.0,71.0,basic,84.55,1,8.7,0
C0644,58.0,16.0,basic,82.04,1,8.9,0
C0645,35.0,36.0,standard,140.8,2,8.3,1
C0646,41.0,41.0,basic,74.25,1,8.4,1
C0647,45.0,79.0,premium,193.65,0,10.0,0
C0648,67.0,117.0,premium,204.67,1,8.7,0
C0649,62.0,100.0,premium,227.09,3,8.0,0
C0650,43.0,23.0,basic,48.13,1,8.5,0
C0651,51.0,3.0,basic,37.35,3,7.0,0
C0652,28.0,7.0,  basic  ,76.35,8,4.8,0
C0653,59.0,71.0,basic,49.14,0,9.9,0
C0654,46.0,19.0,premium,147.16,1,9.2,0
C0655,45.0,28.0,standard,125.64,2,8.3,1
C0656,57.0,101.0,basic,90.67,0,8.8,0
C0657,50.0,104.0,premium,168.19,1,8.6,0
C0658,21.0,100.0,  standard  ,708.64,1,9.0,0
C0659,32.0,31.0,basic,58.36,2,8.0,0
C0660,27.0,74.0,basic,85.3,2,8.1,0
C0661,56.0,73.0,standard,131.96,2,9.0,0
C0662,19.0,23.0,premium,209.78,0,9.3,0
C0663,28.0,66.0,basic,104.6,3,7.9,0
C0664,49.0,63.0,premium,242.39,4,7.7,0
C0665,54.0,48.0,premium,190.86,1,8.9,0
C0666,44.0,90.0,premium,172.75,2,9.5,0
C0667,62.0,81.0,basic,72.85,4,6.8,0
C0668,65.0,64.0,basic,58.89,0,9.1,0
C0669,24.0,87.0,premium,169.56,2,8.1,0
C0670,67.0,91.0,standard,164.2,2,9.0,0
C0671,49.0,68.0,standard,113.52,1,9.1,0
C0672,51.0,32.0,premium,184.13,0,9.1,1
C0673,22.0,91.0,basic,62.74,3,7.5,0
C0674,50.0,86.0,premium,208.75,0,10.0,0
C0675,55.0,118.0,premium,177.62,0,9.9,0
C0676,,18.0,standard,141.27,0,9.7,0
C0677,22.0,50.0,standard,65.53,3,7.6,0
C0678,45.0,110.0,premium,203.41,1,9.4,0
C0679,66.0,62.0,standard,104.3,2,8.3,0
C0680,55.0,113.0,standard,64.93,1,8.8,0
C0681,,2.0,premium,174.84,5,6.4,0
C0682,67.0,5.0,standard,138.87,1,8.0,0
C0683,67.0,95.0,basic,63.54,2,8.6,1
C0684,26.0,43.0,basic,57.19,4,7.3,1
C0685,59.0,62.0,basic,81.49,1,9.2,0
C0686,39.0,51.0,standard,121.11,1,9.0,0
C0687,48.0,49.0,standard,111.29,0,9.2,0
C0688,41.0,112.0,standard,118.67,2,9.1,1
C0689,58.0,12.0,standard,107.33,0,9.4,0
C0690,69.0,92.0,premium,167.03,2,9.1,1
C0691,,106.0,premium,686.85,1,9.7,0
C0692,66.0,79.0,basic,45.02,0,9.3,0
C0693,67.0,48.0,standard,117.47,2,8.3,0
C0694,22.0,20.0,standard,104.0,2,8.3,0
C0695,31.0,82.0,standard,142.86,3,7.3,0
C0696,55.0,56.0,basic,62.63,2,7.7,0
C0697,48.0,18.0,premium,228.64,2,7.6,0
C0698,20.0,43.0,premium,166.63,1,8.8,0
C0699,22.0,115.0,standard,121.48,2,8.3,0
C0700,45.0,32.0,premium,164.73,2,7.6,0
C0701,50.0,22.0,premium,171.32,2,8.2,0
C0702,26.0,82.0,standard,145.32,5,6.6,0
C0703,26.0,24.0,standard,84.96,3,7.9,0
C0704,24.0,110.0,standard,115.64,2,9.3,0
C0705,47.0,103.0,premium,166.52,1,9.3,0
C0706,18.0,118.0,basic,66.94,2,8.2,0
C0707,47.0,109.0,standard,102.51,1,9.3,0
C0708,42.0,30.0,premium,143.78,3,7.7,0
C0709,42.0,26.0,basic,106.11,1,8.5,0
C0710,53.0,41.0,premium,187.78,1,8.5,0
C0711,45.0,56.0,standard,748.68,1,8.5,0
C0712,55.0,105.0,premium,183.23,2,8.5,0
C0713,57.0,88.0,premium,184.03,0,9.9,0
C0714,65.0,77.0,standard,117.67,2,8.5,0
C0715,59.0,105.0,premium,725.04,0,10.0,0
C0716,44.0,77.0,standard,124.1,0,9.7,0
C0717,43.0,46.0,standard,117.42,2,8.3,0
C0718,30.0,50.0,standard,64.61,0,9.1,0
C0719,49.0,62.0,premium,177.35,1,8.5,0
C0720,25.0,11.0,basic,71.12,2,7.7,0
C0721,66.0,89.0,basic,55.49,4,7.0,0
C0722,61.0,78.0,standard,125.88,0,8.4,0
C0723,24.0,88.0,standard,99.67,2,7.9,1
C0724,58.0,64.0,standard,118.16,1,9.4,0
C0725,24.0,94.0,basic,85.75,3,8.0,0
C0726,55.0,114.0,  standard  ,144.55,4,7.2,0
C0727,22.0,68.0,premium,214.64,1,9.1,0
C0728,43.0,53.0,basic,43.61,2,7.4,0
C0729,52.0,13.0,standard,70.7,0,9.2,0
C0730,55.0,93.0,premium,178.62,2,9.0,0
C0731,39.0,108.0,basic,64.69,4,7.3,0
C0732,65.0,84.0,  standard  ,132.85,3,7.1,0
C0733,58.0,104.0,basic,71.19,1,8.8,0
C0734,28.0,103.0,premium,126.73,10,4.7,1
C0735,52.0,95.0,standard,144.45,3,7.9,0
C0736,55.0,60.0,premium,153.08,3,7.2,0
C0737,35.0,12.0,basic,57.8,0,10.0,0
C0738,56.0,1.0,standard,88.05,5,5.8,0
C0739,64.0,25.0,premium,231.71,1,8.6,0
C0740,60.0,52.0,basic,88.98,1,8.3,0
C0741,57.0,89.0,basic,79.45,0,9.0,0
C0742,50.0,55.0,basic,56.55,1,8.5,0
C0743,32.0,3.0,premium,186.06,2,8.3,0
C0744,59.0,26.0,standard,60.27,1,9.1,0
C0745,36.0,117.0,standard,110.95,1,8.9,0
C0746,45.0,118.0,standard,108.49,2,8.1,0
C0747,34.0,45.0,standard,96.84,1,8.9,0
C0748,34.0,96.0,standard,96.68,2,8.6,0
C0749,26.0,86.0,standard,111.34,5,6.8,0
C0750,67.0,111.0,standard,111.62,2,8.6,0
C0751,25.0,106.0,basic,84.82,1,8.9,0
C0752,22.0,75.0,premium,107.92,3,7.9,0
C0753,66.0,47.0,premium,196.66,1,8.8,0
C0754,46.0,75.0,standard,95.92,1,9.3,0
C0755,40.0,38.0,standard,122.87,3,8.4,1
C0756,56.0,42.0,basic,20.56,0,9.3,0
C0757,37.0,73.0,premium,190.79,1,9.0,0
C0758,24.0,68.0,premium,180.07,1,9.0,0
C0759,55.0,70.0,premium,169.5,6,5.9,0
C0760,27.0,46.0,standard,86.17,4,7.3,0
C0761,46.0,49.0,basic,74.13,6,6.1,0
C0762,67.0,2.0,basic,45.26,4,6.6,0
C0763,66.0,72.0,basic,78.75,1,9.2,0
C0764,36.0,69.0,basic,70.74,1,8.8,0
C0765,58.0,112.0,basic,29.46,3,7.5,1
C0766,49.0,61.0,premium,234.36,0,9.6,0
C0767,42.0,56.0,basic,61.46,4,7.2,0
C0768,25.0,9.0,basic,82.58,8,5.0,0
C0769,37.0,24.0,premium,166.98,0,9.6,0
C0770,,41.0,standard,134.86,1,8.6,0
C0771,69.0,45.0,premium,141.42,2,8.1,0
C0772,18.0,44.0,standard,112.76,1,8.7,0
C0773,,47.0,premium,252.64,2,8.4,0
C0774,62.0,92.0,  standard  ,103.18,1,9.1,0
C0775,67.0,16.0,  standard  ,65.73,3,7.6,1
C0776,40.0,40.0,standard,119.39,1,8.6,0
C0777,24.0,20.0,standard,173.13,1,8.9,0
C0778,,37.0,standard,97.59,0,8.9,0
C0779,62.0,82.0,standard,108.39,2,9.3,0
C0780,63.0,6.0,basic,37.12,2,8.2,0
C0781,51.0,41.0,premium,161.36,1,8.4,0
C0782,24.0,3.0,basic,75.49,6,5.8,0
C0783,24.0,114.0,  basic  ,63.75,1,9.3,0
C0784,42.0,87.0,basic,76.6,4,7.1,0
C0785,48.0,29.0,premium,165.72,5,5.9,0
C0786,19.0,24.0,standard,99.2,2,7.6,0
C0787,53.0,12.0,standard,73.18,2,8.2,0
C0788,46.0,57.0,  premium  ,140.43,3,7.1,1
C0789,18.0,90.0,basic,68.73,2,7.8,0
C0790,22.0,70.0,premium,232.31,2,8.6,0
C0791,41.0,105.0,standard,61.71,2,8.3,0
C0792,55.0,41.0,basic,26.7,1,8.4,0
C0793,60.0,34.0,standard,82.39,2,7.9,0
C0794,40.0,57.0,premium,208.38,3,7.2,0
C0795,33.0,25.0,basic,75.03,1,8.8,1
C0796,68.0,117.0,standard,105.36,1,8.7,0
C0797,41.0,23.0,basic,76.65,2,7.8,0
C0798,34.0,57.0,standard,133.83,1,8.9,0
C0799,41.0,63.0,standard,94.67,1,8.7,0
C0800,,7.0,standard,93.33,7,4.9,0
C0801,33.0,56.0,standard,94.6,1,7.9,0
C0802,44.0,55.0,basic,72.87,2,8.3,0
C0803,65.0,31.0,standard,115.07,0,9.2,0
C0804,56.0,16.0,standard,32.2,0,8.9,0
C0805,58.0,6.0,standard,115.99,5,5.9,1
C0806,46.0,2.0,basic,103.78,2,7.9,0
C0807,23.0,58.0,standard,107.41,3,7.8,0
C0808,38.0,11.0,  standard  ,,2,8.0,1
C0809,69.0,115.0,basic,84.11,0,10.0,0
C0810,20.0,30.0,basic,65.63,3,7.8,0
C0811,63.0,78.0,standard,123.45,2,8.2,0
C0812,53.0,81.0,standard,135.65,2,8.6,0
C0813,32.0,59.0,basic,38.92,2,8.2,0
C0814,58.0,106.0,premium,217.95,2,8.6,0
C0815,61.0,14.0,standard,105.01,4,7.4,0
C0816,20.0,28.0,premium,206.68,3,7.3,1
C0817,23.0,31.0,standard,111.77,6,5.9,0
C0818,52.0,17.0,standard,124.17,1,9.0,0
C0819,69.0,36.0,standard,151.73,1,8.8,0
C0820,19.0,38.0,premium,267.01,2,8.1,0
C0821,52.0,92.0,standard,94.64,0,8.8,0
C0822,25.0,36.0,standard,115.44,1,7.7,0
C0823,51.0,105.0,standard,,2,9.3,0
C0824,50.0,92.0,standard,67.89,4,7.4,0
C0825,22.0,108.0,basic,60.6,1,8.8,0
C0826,53.0,13.0,standard,49.22,1,8.7,0
C0827,64.0,118.0,standard,84.13,1,8.7,0
C0828,62.0,74.0,premium,216.13,2,8.3,0
C0829,19.0,117.0,standard,150.69,1,8.7,0
C0830,30.0,43.0,standard,98.8,3,7.0,0
C0831,30.0,114.0,premium,200.05,1,8.3,0
C0832,41.0,71.0,standard,100.68,3,7.1,0
C0833,25.0,9.0,basic,78.57,8,5.1,1
C0834,62.0,49.0,basic,83.61,2,7.8,0
C0835,58.0,17.0,basic,42.52,2,8.2,0
C0836,60.0,113.0,basic,22.87,2,8.8,0
C0837,28.0,37.0,standard,92.74,2,8.1,0
C0838,18.0,27.0,premium,179.16,6,5.9,0
C0839,65.0,66.0,standard,68.84,1,8.8,0
C0840,33.0,51.0,basic,52.14,0,9.1,0
C0841,52.0,12.0,standard,91.05,2,8.4,0
C0842,65.0,98.0,basic,82.1,1,9.7,1
C0843,19.0,101.0,premium,202.18,3,8.6,0
C0844,18.0,89.0,basic,63.93,5,5.8,0
C0845,18.0,74.0,standard,98.25,2,8.1,0
C0846,26.0,48.0,standard,77.13,0,9.2,0
C0847,20.0,65.0,standard,110.79,3,7.9,0
C0848,60.0,62.0,standard,125.02,2,7.5,1
C0849,49.0,20.0,  premium  ,153.75,2,7.5,0
C0850,,10.0,basic,32.56,3,7.9,0
C0851,59.0,31.0,premium,226.08,1,8.5,0
C0852,68.0,55.0,standard,108.62,2,7.6,0
C0853,30.0,20.0,premium,185.25,0,8.8,0
C0854,32.0,13.0,premium,130.25,3,7.7,0
C0855,62.0,102.0,premium,192.75,3,7.7,0
C0856,30.0,45.0,basic,59.54,0,9.3,0
C0857,20.0,70.0,basic,69.29,5,6.2,0
C0858,52.0,63.0,basic,71.18,0,8.6,0
C0859,59.0,88.0,basic,76.43,0,10.0,1
C0860,68.0,89.0,standard,92.45,1,9.1,1
C0861,66.0,36.0,premium,143.39,1,8.6,0
C0862,24.0,101.0,premium,213.44,4,7.2,1
C0863,58.0,45.0,standard,141.26,1,9.3,0
C0864,61.0,100.0,standard,110.02,2,8.6,0
C0865,54.0,49.0,premium,136.13,0,9.9,0
C0866,60.0,14.0,premium,177.44,5,6.2,0
C0867,61.0,91.0,basic,89.98,2,8.4,0
C0868,41.0,4.0,standard,94.25,3,7.5,0
C0869,20.0,92.0,premium,172.97,4,7.2,0
C0870,41.0,6.0,standard,100.72,3,7.3,0
C0871,28.0,25.0,standard,129.89,2,7.8,0
C0872,23.0,72.0,premium,272.09,3,8.0,0
C0873,24.0,113.0,premium,140.4,3,7.5,1
C0874,,49.0,premium,255.61,0,9.6,0
C0875,44.0,15.0,premium,143.34,2,8.2,0
C0876,46.0,28.0,basic,31.41,1,8.5,0
C0877,56.0,107.0,standard,111.95,2,8.6,0
C0878,46.0,87.0,standard,87.36,2,8.2,0
C0879,50.0,12.0,standard,128.39,1,8.2,0
C0880,22.0,46.0,standard,,4,7.2,0
C0881,62.0,32.0,standard,124.86,0,9.4,0
C0882,41.0,22.0,standard,92.31,2,7.8,0
C0883,26.0,101.0,standard,106.01,2,8.2,0
C0884,60.0,74.0,standard,91.67,3,7.6,0
C0885,56.0,22.0,standard,69.29,1,8.3,0
C0886,20.0,78.0,basic,46.99,4,7.8,0
C0887,28.0,50.0,basic,38.15,2,8.3,0
C0888,18.0,8.0,premium,207.76,4,7.0,0
C0889,32.0,54.0,standard,122.92,2,7.8,0
C0890,23.0,23.0,basic,78.25,3,7.8,0
C0891,54.0,30.0,premium,176.37,0,9.1,0
C0892,45.0,105.0,standard,182.49,1,8.7,0
C0893,68.0,85.0,basic,60.35,1,9.2,0
C0894,56.0,16.0,standard,85.43,2,8.1,0
C0895,49.0,102.0,  basic  ,73.13,2,7.4,0
C0896,44.0,69.0,standard,104.59,2,8.2,0
C0897,20.0,105.0,basic,105.28,5,6.8,0
C0898,21.0,89.0,basic,25.24,0,9.3,0
C0899,50.0,41.0,basic,48.23,0,9.3,0
C0900,18.0,64.0,standard,67.88,3,6.9,0
C0901,20.0,64.0,basic,48.88,4,6.0,0
C0902,29.0,86.0,premium,194.41,2,8.1,0
C0903,63.0,30.0,basic,62.21,0,9.3,0
C0904,41.0,40.0,standard,126.09,2,6.8,0
C0905,54.0,30.0,standard,91.48,2,7.7,0
C0906,39.0,36.0,standard,130.88,2,7.3,0
C0907,27.0,20.0,basic,57.15,3,7.4,0
C0908,37.0,5.0,premium,,3,8.3,0
C0909,22.0,112.0,premium,155.46,5,6.9,0
C0910,58.0,9.0,basic,40.94,3,7.4,0
C0911,27.0,106.0,basic,52.0,3,8.2,0
C0912,37.0,1.0,premium,239.25,2,8.1,0
C0913,68.0,93.0,standard,122.63,2,8.3,0
C0914,48.0,40.0,basic,81.66,1,9.0,0
C0915,41.0,62.0,basic,46.77,1,8.9,1
C0916,46.0,34.0,  standard  ,108.24,3,7.6,0
C0917,58.0,59.0,standard,99.41,2,8.1,0
C0918,31.0,54.0,  standard  ,82.79,4,6.9,1
C0919,51.0,64.0,premium,178.78,4,7.6,0
C0920,63.0,47.0,standard,125.06,1,8.6,0
C0921,47.0,64.0,standard,80.58,0,9.8,0
C0922,41.0,99.0,standard,112.4,4,6.9,0
C0923,25.0,52.0,standard,93.33,3,8.2,0
C0924,30.0,44.0,basic,55.64,2,8.3,0
C0925,67.0,16.0,  basic  ,60.22,1,8.1,0
C0926,46.0,43.0,standard,129.93,2,8.3,0
C0927,33.0,15.0,standard,107.86,0,8.8,0
C0928,39.0,22.0,basic,53.0,4,6.9,1
C0929,48.0,114.0,standard,107.08,2,8.3,0
C0930,45.0,11.0,  standard  ,118.05,2,7.9,0
C0931,54.0,58.0,standard,91.37,2,8.6,0
C0932,31.0,100.0,premium,216.6,2,8.8,0
C0933,51.0,114.0,premium,191.43,2,8.2,0
C0934,41.0,18.0,standard,85.4,0,8.7,0
C0935,66.0,20.0,basic,74.2,1,8.7,0
C0936,26.0,45.0,standard,94.46,2,8.3,0
C0937,25.0,66.0,standard,81.51,7,5.2,0
C0938,42.0,115.0,basic,68.86,3,8.6,0
C0939,44.0,25.0,basic,45.59,1,8.9,1
C0940,53.0,20.0,basic,54.0,1,8.3,0
C0941,39.0,31.0,standard,82.31,2,7.8,0
C0942,65.0,105.0,standard,165.79,0,9.4,0
C0943,,4.0,basic,,2,7.8,1
C0944,24.0,46.0,premium,214.6,2,8.8,0
C0945,24.0,15.0,premium,165.59,3,8.0,0
C0946,68.0,19.0,basic,55.17,0,9.1,0
C0947,24.0,110.0,premium,222.88,7,6.1,0
C0948,67.0,1.0,basic,59.22,3,7.7,0
C0949,32.0,39.0,premium,189.83,3,7.7,0
C0950,22.0,109.0,premium,192.58,2,8.8,0
C0951,33.0,73.0,basic,76.5,2,8.5,0
C0952,49.0,9.0,premium,173.08,3,7.7,0
C0953,40.0,56.0,premium,158.25,1,8.6,0
C0954,58.0,116.0,premium,224.6,2,8.4,0
C0955,49.0,48.0,premium,187.75,1,8.7,0
C0956,38.0,63.0,standard,158.42,3,7.4,1
C0957,,64.0,basic,74.16,2,7.6,0
C0958,68.0,79.0,premium,121.37,2,8.7,0
C0959,39.0,23.0,standard,63.44,1,8.7,1
C0960,25.0,100.0,standard,110.86,3,7.3,0
C0961,39.0,118.0,standard,109.13,1,8.9,0
C0962,61.0,17.0,standard,,4,6.8,1
C0963,29.0,98.0,basic,76.09,2,8.5,0
C0964,67.0,98.0,standard,117.31,0,9.1,0
C0965,48.0,89.0,basic,58.73,2,7.8,0
C0966,49.0,45.0,standard,116.42,0,9.4,0
C0967,34.0,56.0,premium,175.98,1,8.3,0
C0968,65.0,100.0,standard,113.88,1,8.9,0
C0969,19.0,19.0,standard,90.05,1,8.4,0
C0970,33.0,99.0,standard,120.67,2,8.3,0
C0971,39.0,110.0,premium,216.85,2,8.7,0
C0972,,82.0,standard,90.86,3,8.4,0
C0973,42.0,41.0,standard,82.4,3,6.9,0
C0974,25.0,67.0,basic,81.01,5,6.9,0
C0975,29.0,6.0,basic,71.3,3,6.4,0
C0976,22.0,111.0,standard,122.18,1,9.6,0
C0977,47.0,41.0,premium,218.07,1,8.0,0
C0978,36.0,7.0,standard,122.67,5,7.3,0
C0979,47.0,95.0,basic,45.35,4,7.1,0
C0980,48.0,79.0,premium,96.16,0,10.0,0
C0981,54.0,75.0,standard,122.23,1,9.3,1
C0982,46.0,7.0,premium,231.17,2,7.9,0
C0983,51.0,90.0,basic,79.29,1,8.8,0
C0984,48.0,76.0,standard,145.3,1,8.5,0
C0985,51.0,95.0,premium,222.86,2,8.8,0
C0986,50.0,99.0,basic,44.82,1,8.8,0
C0987,34.0,26.0,standard,93.15,2,7.7,0
C0988,30.0,26.0,premium,146.69,2,8.4,0
C0989,58.0,110.0,basic,78.69,3,7.5,0
C0990,35.0,64.0,basic,73.17,1,8.6,0
C0991,46.0,53.0,standard,141.27,0,9.3,0
C0992,28.0,35.0,standard,56.13,3,7.3,1
C0993,40.0,77.0,basic,74.82,1,8.6,0
C0994,45.0,90.0,standard,142.62,1,9.5,0
C0995,50.0,1.0,premium,122.3,1,8.5,0
C0996,45.0,66.0,basic,57.83,0,9.2,0
C0997,36.0,119.0,standard,95.59,2,8.4,0
C0998,68.0,34.0,premium,113.07,0,9.5,0
C0999,44.0,34.0,standard,102.74,3,7.1,0
